0.1,0.1,1,50,56600,52259.9488679399,0.121500028570959,4518.51745598045
0.1,0.1,1,100,59600,54210.2884696866,0.299394735940576,1827.01943065748
0.1,0.1,1,150,40500,40909.7970052113,0.148632107123508,2274.07123898967
0.1,0.1,1,200,47800,42944.541607229,0.190581558617826,1810.24860171193
0.1,0.1,1,250,47800,42324.9968086824,0.208848245050242,1675.8579892103
0.1,0.1,2,50,883700,815938.459621882,0.819978533118268,6795.29984621724
0.1,0.1,2,100,976000,887738.952121042,0.666985059991746,6607.34439847054
0.1,0.1,2,150,987800,997794.999549326,0.459104881007399,6802.36723501459
0.1,0.1,2,200,1153400,1036239.21108322,0.386777118773764,6802.36723501459
0.1,0.1,2,250,1119500,991272.676303765,0.371635331151682,6802.36723501459
0.1,0.1,3,50,1793100,1655606.25998415,1.09207837298469,6795.29984621724
0.1,0.1,3,100,2713400,2468023.43512832,1.22545574386093,6802.36723501459
0.1,0.1,3,150,2041500,2062156.80459602,0.578475090222259,6802.36723501459
0.1,0.1,3,200,2423400,2177234.35420416,0.581725617626797,6795.29984621724
0.1,0.1,3,250,2889300,2558360.11044615,0.55157269085487,6802.36723501459
0.1,0.1,4,50,2758000,2546518.35649785,1.17777217648741,6788.23983076615
0.1,0.1,4,100,4530300,4120618.62171512,1.43567667880828,6802.36723501459
0.1,0.1,4,150,3247900,3280763.69612903,0.688877832981323,6802.36723501459
0.1,0.1,4,200,3578700,3215180.56589519,0.652362677191903,6795.29984621724
0.1,0.1,4,250,5199200,4603684.59011928,0.677968611284253,6795.29984621724
0.1,0.1,5,50,3761500,3473070.6301547,1.41214810304044,6788.23983076615
0.1,0.1,5,100,6409600,5829970.88884737,1.49809430494328,6795.29984621724
0.1,0.1,5,150,4473400,4518663.84995339,0.734009180553936,6802.36723501459
0.1,0.1,5,200,4885400,4389147.77338821,0.642434579319776,6788.23983076615
0.1,0.1,5,250,6761700,5987216.12806,0.592909818724605,6795.29984621724
0.1,0.1,6,50,4887000,4512268.02327955,1.70471289885083,6788.23983076615
0.1,0.1,6,100,8088900,7357409.43628268,1.41490501676425,6746.03587301461
0.1,0.1,6,150,5654100,5711310.69746087,0.85525279746398,6326.78433329286
0.1,0.1,6,200,6323300,5680987.86495797,0.890564743371249,6431.87375497996
0.1,0.1,6,250,8272300,7324792.28243648,0.53625301053176,6795.29984621724
0.1,0.1,7,50,5992300,5532814.33924658,1.77957279150473,6774.09772589679
0.1,0.1,7,100,9396100,8546397.50822185,1.27906741843292,6704.1032211624
0.1,0.1,7,150,6777800,6846380.79362768,0.921815293400375,6243.1162090738
0.1,0.1,7,200,8219800,7384843.99797282,0.884752149688455,6294.4181621497
0.1,0.1,7,250,9663800,8556910.12886496,0.554347823544901,6142.35296934326
0.1,0.1,8,50,7007300,6469984.80039426,1.74313183554966,6697.14118113095
0.1,0.1,8,100,10342400,9407122.2729679,1.14744108856913,6230.38522083506
0.1,0.1,8,150,7883600,7963369.76963663,0.866876199824231,6205.03827546616
0.1,0.1,8,200,9588600,8614603.17270033,0.825104873989417,6261.02228074617
0.1,0.1,8,250,10293100,9114130.22283367,0.539865966718787,6105.21907878825
0.1,0.1,9,50,7734700,7141608.24220592,1.56166763987711,6683.24023210299
0.1,0.1,9,100,11151600,10143145.1828617,1.01422300163216,6230.38522083506
0.1,0.1,9,150,8844900,8934396.63040477,0.82267418518334,6179.84627640526
0.1,0.1,9,200,10638300,9557676.08745155,0.705118858170415,5905.38737086738
0.1,0.1,9,250,10779600,9544906.60248689,0.525893047102234,6086.78897284931
0.1,0.1,10,50,8429000,7782669.77045699,1.49789254051365,6669.37028511688
0.1,0.1,10,100,11812700,10744460.9833199,0.975541605304681,6230.38522083506
0.1,0.1,10,150,9724600,9822997.82609574,0.810413137905263,6161.05510444437
0.1,0.1,10,200,11543300,10370747.4295968,0.694199939926802,5711.61098115059
0.1,0.1,10,250,11400600,10094777.376926,0.581095547797004,5990.40900106161
0.1,0.2,1,50,55400,51151.9640862875,0.120259804262118,4490.27838780626
